x [mm];y [mm];z [mm];X-displacement [mm];Y-displacement [mm];Z-displacement [mm];Displacement [mm];Exx [S];Eyy [S];Exy [S];Poisson's ratio -strain min/max;Poisson's ratio -Exx/Eyy;Poisson's ratio -Eyy/Exx;Poisson's ratio -strain max/min;Maximum principal strain [S];Minimum principal strain [S];Maximum shear strain [S];Maximum shear angle [°];Maximum strain angle [°];Tresca strain [S];Von Mises strain [S];du/dx [S];du/dy [S];dv/dx [S];dv/dy [S];Vorticity-z [S];Height [mm];du/dx+dv/dy [S];Div-xy [S];Stereo reconstruction error [pixel]
-24.729293;26.053622;-0.568225;0;0;0;0;-1.110223e-16;-1.110223e-16;-6.197026e-18;0;0;0;0;-1.048253e-16;-1.172193e-16;6.197026e-18;45;0;8.262701e-18;7.435997e-17;-1.110223e-16;-1.630882e-17;3.914767e-18;-1.110223e-16;2.022358e-17;-0.589715;-2.220446e-16;2.220446e-16;0
-23.116307;26.053622;0.176245;0;0;0;0;-1.110223e-16;-1.110223e-16;-6.168566e-18;0;0;0;0;-1.048537e-16;-1.171909e-16;6.168566e-18;45;0;8.224755e-18;7.435681e-17;-1.110223e-16;-1.630506e-17;3.967927e-18;-1.110223e-16;2.027299e-17;0.163355;-2.220446e-16;2.220446e-16;0
-21.503321;26.053622;0.877001;0;0;0;0;-1.110223e-16;2.220446e-16;7.165306e-19;0;0;0;0;2.220461e-16;-1.110238e-16;1.66535e-16;45;0;2.220467e-16;1.958267e-16;-1.110223e-16;5.434771e-18;-4.00171e-18;2.220446e-16;-9.436481e-18;0.868376;1.110223e-16;-1.110223e-16;0
-19.890335;26.053622;1.549437;0;0;0;0;0;0;1.086675e-17;0;0;0;0;1.086675e-17;-1.086675e-17;1.086675e-17;45;0;1.448899e-17;1.254784e-17;0;2.173349e-17;0;0;-2.173349e-17;1.523878;0;0;0
-18.277349;26.053622;2.147058;0;0;0;0;0;-1.110223e-16;3.412556e-18;0;0;0;0;1.047948e-19;-1.111271e-16;5.561595e-17;45;0;7.41546e-17;7.411969e-17;0;2.715286e-18;4.109826e-18;-1.110223e-16;1.39454e-18;2.118475;-1.110223e-16;1.110223e-16;0
-16.664363;26.053622;2.665288;0;0;0;0;0;-1.110223e-16;1.158067e-17;0;0;0;0;1.195108e-18;-1.122174e-16;5.670626e-17;45;0;7.560834e-17;7.521314e-17;0;1.900056e-17;4.160775e-18;-1.110223e-16;-1.483979e-17;2.643859;-1.110223e-16;1.110223e-16;0
-15.051377;26.053622;3.12743;0;0;0;0;2.220446e-16;2.220446e-16;-1.430622e-17;0;0;0;0;2.363508e-16;2.077384e-16;1.430622e-17;45;0;1.907496e-17;1.489486e-16;2.220446e-16;-2.442443e-17;-4.18801e-18;2.220446e-16;2.023642e-17;3.117243;4.440892e-16;-4.440892e-16;0
-13.438391;26.053622;3.566135;0;0;0;0;0;2.220446e-16;-1.29622e-17;0;0;0;0;2.227987e-16;-7.541276e-19;1.117764e-16;45;0;1.490352e-16;1.487845e-16;0;-2.171176e-17;-4.212643e-18;2.220446e-16;1.749912e-17;3.547003;2.220446e-16;-2.220446e-16;0
-11.825405;26.053622;3.952816;0;0;0;0;0;2.220446e-16;9.797393e-18;0;0;0;0;2.224761e-16;-4.314572e-19;1.114538e-16;45;0;1.48605e-16;1.484614e-16;0;2.171929e-17;-2.124506e-18;2.220446e-16;-2.38438e-17;3.928422;2.220446e-16;-2.220446e-16;0
-10.212419;26.053622;4.269908;0;0;0;0;-1.110223e-16;2.220446e-16;9.794914e-18;0;0;0;0;2.223324e-16;-1.113101e-16;1.668213e-16;45;0;2.224283e-16;1.961513e-16;-1.110223e-16;2.172316e-17;-2.133335e-18;2.220446e-16;-2.38565e-17;4.269824;1.110223e-16;-1.110223e-16;0
-8.599433;26.053622;4.589232;0;0;0;0;2.220446e-16;2.220446e-16;-2.278587e-17;0;0;0;0;2.448305e-16;1.992587e-16;2.278587e-17;45;0;3.038116e-17;1.503498e-16;2.220446e-16;-4.344014e-17;-2.131596e-18;2.220446e-16;4.130855e-17;4.59263;4.440892e-16;-4.440892e-16;0
-6.986447;26.053622;4.91929;0;0;0;0;-1.110223e-16;0;6.783152e-19;0;0;0;0;4.144161e-21;-1.110264e-16;5.551529e-17;45;0;7.40204e-17;7.401901e-17;-1.110223e-16;1.35663e-18;0;0;-1.35663e-18;4.894657;-1.110223e-16;1.110223e-16;0
-5.373461;26.053622;5.171921;0;0;0;0;2.220446e-16;0;-1.153573e-17;0;0;0;0;2.226423e-16;-5.976991e-19;1.1162e-16;45;0;1.488267e-16;1.486278e-16;2.220446e-16;-2.307146e-17;0;0;2.307146e-17;5.149206;2.220446e-16;-2.220446e-16;0
-3.760475;26.053622;5.348458;0;0;0;0;-1.110223e-16;2.220446e-16;-1.139575e-17;0;0;0;0;2.224341e-16;-1.114118e-16;1.669229e-16;45;0;2.225639e-16;1.962665e-16;-1.110223e-16;-2.171041e-17;-1.081094e-18;2.220446e-16;2.062932e-17;5.349798;1.110223e-16;-1.110223e-16;0
-2.147489;26.053622;5.518559;0;0;0;0;0;-1.110223e-16;5.416602e-19;0;0;0;0;2.642611e-21;-1.110249e-16;5.551379e-17;45;0;7.401839e-17;7.401751e-17;0;0;1.08332e-18;-1.110223e-16;1.08332e-18;5.50179;-1.110223e-16;1.110223e-16;0
-0.534503;26.053622;5.625873;0;0;0;0;2.220446e-16;0;1.046785e-17;0;0;0;0;2.22537e-16;-4.92394e-19;1.115147e-16;45;0;1.486863e-16;1.485224e-16;2.220446e-16;2.09357e-17;0;0;-2.09357e-17;5.605043;2.220446e-16;-2.220446e-16;0
1.078483;26.053622;5.659538;0;0;0;0;0;0;-1.08187e-25;0;0;0;0;1.08187e-25;-1.08187e-25;1.08187e-25;45;0;1.442493e-25;1.249236e-25;0;-2.16374e-25;0;0;2.16374e-25;5.657783;0;0;0
2.691469;26.053622;5.678496;0;0;0;0;2.220446e-16;0;1.075759e-17;0;0;0;0;2.225646e-16;-5.199648e-19;1.115423e-16;45;0;1.48723e-16;1.4855e-16;2.220446e-16;2.151518e-17;0;0;-2.151518e-17;5.67903;2.220446e-16;-2.220446e-16;0
4.304455;26.053622;5.694916;0;0;0;0;0;2.220446e-16;1.358858e-19;0;0;0;0;2.220447e-16;-8.315867e-23;1.110224e-16;45;0;1.480298e-16;1.480298e-16;0;-3.739705e-23;2.718089e-19;2.220446e-16;2.718463e-19;5.668792;2.220446e-16;-2.220446e-16;0
5.917441;26.053622;5.630488;0;0;0;0;0;2.220446e-16;2.714793e-19;0;0;0;0;2.220449e-16;-3.319192e-22;1.110226e-16;45;0;1.480302e-16;1.480301e-16;0;0;5.429585e-19;2.220446e-16;5.429585e-19;5.618415;2.220446e-16;-2.220446e-16;0
7.530427;26.053622;5.528476;0;0;0;0;2.220446e-16;-1.110223e-16;2.149995e-17;0;0;0;0;2.234267e-16;-1.124044e-16;1.679156e-16;45;0;2.238874e-16;1.973923e-16;2.220446e-16;4.40841e-17;-1.084211e-18;-1.110223e-16;-4.516831e-17;5.515518;1.110223e-16;-1.110223e-16;0
9.143413;26.053622;5.386587;0;0;0;0;0;-1.110223e-16;-1.139163e-17;0;0;0;0;1.156804e-18;-1.121791e-16;5.666795e-17;45;0;7.555727e-17;7.517464e-17;0;-2.17016e-17;-1.08166e-18;-1.110223e-16;2.061994e-17;5.370775;-1.110223e-16;1.110223e-16;0
10.756399;26.053622;5.199175;0;0;0;0;-1.110223e-16;-1.110223e-16;-1.217446e-18;0;0;0;0;-1.098049e-16;-1.122398e-16;1.217446e-18;45;0;1.623261e-18;7.402822e-17;-1.110223e-16;-1.356537e-18;-1.078355e-18;-1.110223e-16;2.781817e-19;5.184107;-2.220446e-16;2.220446e-16;0
12.369385;26.053622;4.970297;0;0;0;0;0;-1.110223e-16;-2.278699e-17;0;0;0;0;4.494973e-18;-1.155173e-16;6.000612e-17;45;0;8.000816e-17;7.855272e-17;0;-4.342499e-17;-2.148995e-18;-1.110223e-16;4.1276e-17;4.955039;-1.110223e-16;1.110223e-16;0
13.982371;26.053622;4.698921;0;0;0;0;-1.110223e-16;2.220446e-16;-2.880923e-19;0;0;0;0;2.220448e-16;-1.110226e-16;1.665337e-16;45;0;2.220449e-16;1.958252e-16;-1.110223e-16;-2.713988e-18;2.137804e-18;2.220446e-16;4.851792e-18;4.678872;1.110223e-16;-1.110223e-16;0
15.595357;26.053622;4.368191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;4.355416;0;0;0
17.208343;26.053622;3.998636;0;0;0;0;2.220446e-16;2.220446e-16;-7.383676e-18;0;0;0;0;2.294283e-16;2.146609e-16;7.383676e-18;45;0;9.844901e-18;1.482751e-16;2.220446e-16;-1.899282e-17;4.225471e-18;2.220446e-16;2.321829e-17;3.983645;4.440892e-16;-4.440892e-16;0
18.821329;26.053622;3.584756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;3.567785;0;0;0
20.434315;26.053622;3.123622;0;0;0;0;2.220446e-16;0;-9.498261e-18;0;0;0;0;2.224502e-16;-4.055603e-19;1.114279e-16;45;0;1.485705e-16;1.484355e-16;2.220446e-16;-1.899652e-17;0;0;1.899652e-17;3.105664;2.220446e-16;-2.220446e-16;0
22.047301;26.053622;2.613917;0;0;0;0;0;0;3.122003e-17;0;0;0;0;3.122003e-17;-3.122003e-17;3.122003e-17;45;0;4.16267e-17;3.604978e-17;0;6.244006e-17;0;0;-6.244006e-17;2.595529;0;0;0
23.660287;26.053622;2.053988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;2.035145;0;0;0
25.273273;26.053622;1.441312;0;0;0;0;-1.110223e-16;0;-1.086408e-17;0;0;0;0;1.053114e-18;-1.120754e-16;5.656426e-17;45;0;7.541902e-17;7.507045e-17;-1.110223e-16;-2.172816e-17;0;0;2.172816e-17;1.42116;-1.110223e-16;1.110223e-16;0
26.886259;26.053622;0.771591;0;0;0;0;-1.110223e-16;2.220446e-16;-3.060183e-17;0;0;0;0;2.248329e-16;-1.138106e-16;1.693218e-16;45;0;2.257624e-16;1.989875e-16;-1.110223e-16;-6.51965e-17;3.992846e-18;2.220446e-16;6.918934e-17;0.753421;1.110223e-16;-1.110223e-16;0
28.499246;26.053622;0.051651;0;0;0;0;0;0;-1.08682e-17;0;0;0;0;1.08682e-17;-1.08682e-17;1.08682e-17;45;0;1.449094e-17;1.254952e-17;0;-2.173641e-17;0;0;2.173641e-17;0.032929;0;0;0
30.112232;26.053622;-0.718881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;-0.748257;0;0;0
31.725218;26.053622;-1.57311;0;0;0;0;-2.220446e-16;0;-4.749242e-18;0;0;0;0;1.015336e-19;-2.221461e-16;1.111238e-16;45;0;1.481651e-16;1.481313e-16;-2.220446e-16;-9.498484e-18;0;0;9.498484e-18;-1.57331;-2.220446e-16;2.220446e-16;0
-42.47214;24.440636;-13.746255;0;0;0;0;0;2.220446e-16;-4.259415e-18;0;0;0;0;2.221263e-16;-8.167705e-20;1.11104e-16;45;0;1.481386e-16;1.481114e-16;0;0;-8.51883e-18;2.220446e-16;-8.51883e-18;-13.747006;2.220446e-16;-2.220446e-16;0
-40.859154;24.440636;-12.065037;0;0;0;0;2.220446e-16;0;-2.722245e-17;0;0;0;0;2.253333e-16;-3.288735e-18;1.14311e-16;45;0;1.524147e-16;1.513304e-16;2.220446e-16;-5.444489e-17;0;0;5.444489e-17;-12.12372;2.220446e-16;-2.220446e-16;0
-39.246168;24.440636;-10.551645;0;0;0;0;-2.220446e-16;0;5.444278e-18;0;0;0;0;1.334073e-19;-2.22178e-16;1.111557e-16;45;0;1.482076e-16;1.481632e-16;-2.220446e-16;1.088856e-17;0;0;-1.088856e-17;-10.575274;-2.220446e-16;2.220446e-16;0
-37.633182;24.440636;-9.099859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;-9.132646;0;0;0
-36.020196;24.440636;-7.737737;0;0;0;0;0;2.220446e-16;7.501043e-18;0;0;0;0;2.222977e-16;-2.531094e-19;1.112754e-16;45;0;1.483672e-16;1.482829e-16;0;2.177723e-17;-6.77514e-18;2.220446e-16;-2.855237e-17;-7.784515;2.220446e-16;-2.220446e-16;0
-34.40721;24.440636;-6.505766;0;0;0;0;2.220446e-16;2.220446e-16;4.673048e-18;0;0;0;0;2.267177e-16;2.173716e-16;4.673048e-18;45;0;6.230731e-18;1.48128e-16;2.220446e-16;1.63308e-17;-6.984701e-18;2.220446e-16;-2.33155e-17;-6.534406;4.440892e-16;-4.440892e-16;0
-32.794224;24.440636;-5.347946;0;0;0;0;0;2.220446e-16;-3.577427e-18;0;0;0;0;2.221022e-16;-5.762205e-20;1.110799e-16;45;0;1.481066e-16;1.480874e-16;0;0;-7.154854e-18;2.220446e-16;-7.154854e-18;-5.380728;2.220446e-16;-2.220446e-16;0
-31.181238;24.440636;-4.278805;0;0;0;0;0;-1.110223e-16;-9.052413e-18;0;0;0;0;7.332626e-19;-1.117556e-16;5.624442e-17;45;0;7.499255e-17;7.474933e-17;0;-2.176287e-17;3.658044e-18;-1.110223e-16;2.542091e-17;-4.304454;-1.110223e-16;1.110223e-16;0
-29.568251;24.440636;-3.276253;0;0;0;0;-1.110223e-16;-1.110223e-16;1.274451e-17;0;0;0;0;-9.827779e-17;-1.237668e-16;1.274451e-17;45;0;1.699269e-17;7.546366e-17;-1.110223e-16;2.175732e-17;3.731705e-18;-1.110223e-16;-1.802562e-17;-3.305269;-2.220446e-16;2.220446e-16;0
-27.955265;24.440636;-2.351594;0;0;0;0;-1.110223e-16;-1.110223e-16;4.619299e-18;0;0;0;0;-1.06403e-16;-1.156416e-16;4.619299e-18;45;0;6.159065e-18;7.420682e-17;-1.110223e-16;5.438284e-18;3.800313e-18;-1.110223e-16;-1.637971e-18;-2.373282;-2.220446e-16;2.220446e-16;0
-26.342279;24.440636;-1.486749;0;0;0;0;2.220446e-16;-1.110223e-16;-7.903523e-19;0;0;0;0;2.220465e-16;-1.110242e-16;1.665353e-16;45;0;2.220471e-16;1.958271e-16;2.220446e-16;-5.438262e-18;3.857557e-18;-1.110223e-16;9.295819e-18;-1.505152;1.110223e-16;-1.110223e-16;0
-24.729293;24.440636;-0.676368;0;0;0;0;2.220446e-16;-1.110223e-16;1.011398e-17;0;0;0;0;2.223514e-16;-1.113291e-16;1.668403e-16;45;0;2.224537e-16;1.961729e-16;2.220446e-16;1.631046e-17;3.917497e-18;-1.110223e-16;-1.239296e-17;-0.698431;1.110223e-16;-1.110223e-16;0
-23.116307;24.440636;0.067555;0;0;0;0;0;-1.110223e-16;3.459542e-17;0;0;0;0;9.897803e-18;-1.209201e-16;6.540896e-17;45;0;8.721193e-17;8.410702e-17;0;6.522313e-17;3.967712e-18;-1.110223e-16;-6.125542e-17;0.053261;-1.110223e-16;1.110223e-16;0
-21.503321;24.440636;0.771958;0;0;0;0;0;-1.110223e-16;-1.973602e-17;0;0;0;0;3.40403e-18;-1.144263e-16;5.891518e-17;45;0;7.855358e-17;7.744384e-17;0;-4.34741e-17;4.002057e-18;-1.110223e-16;4.747616e-17;0.757266;-1.110223e-16;1.110223e-16;0
-19.890335;24.440636;1.437954;0;0;0;0;-1.110223e-16;0;-2.17295e-17;0;0;0;0;4.101424e-18;-1.151237e-16;5.961258e-17;45;0;7.948343e-17;7.815218e-17;-1.110223e-16;-4.3459e-17;0;0;4.3459e-17;1.411574;-1.110223e-16;1.110223e-16;0
-18.277349;24.440636;2.026955;0;0;0;0;0;-1.110223e-16;2.055569e-18;0;0;0;0;3.804565e-20;-1.110604e-16;5.554919e-17;45;0;7.406559e-17;7.405291e-17;0;-4.225979e-22;4.11156e-18;-1.110223e-16;4.111983e-18;2.00471;-1.110223e-16;1.110223e-16;0
-16.664363;24.440636;2.544641;0;0;0;0;-1.110223e-16;-1.110223e-16;-6.06271e-18;0;0;0;0;-1.049596e-16;-1.17085e-16;6.06271e-18;45;0;8.083614e-18;7.434521e-17;-1.110223e-16;-1.628696e-17;4.16154e-18;-1.110223e-16;2.04485e-17;2.528332;-2.220446e-16;2.220446e-16;0
-15.051377;24.440636;3.004501;0;0;0;0;0;0;-1.085537e-17;0;0;0;0;1.085537e-17;-1.085537e-17;1.085537e-17;45;0;1.447383e-17;1.25347e-17;0;-2.171074e-17;0;0;2.171074e-17;3.000982;0;0;0
-13.438391;24.440636;3.446122;0;0;0;0;2.220446e-16;0;-1.356837e-18;0;0;0;0;2.220529e-16;-8.290846e-21;1.110306e-16;45;0;1.480408e-16;1.48038e-16;2.220446e-16;-2.713674e-18;0;0;2.713674e-18;3.43229;2.220446e-16;-2.220446e-16;0
-11.825405;24.440636;3.843298;0;0;0;0;-1.110223e-16;-1.110223e-16;1.061131e-18;0;0;0;0;-1.099612e-16;-1.120834e-16;1.061131e-18;45;0;1.414841e-18;7.402501e-17;-1.110223e-16;-5.590302e-22;2.12282e-18;-1.110223e-16;2.123379e-18;3.817355;-2.220446e-16;2.220446e-16;0
-10.212419;24.440636;4.163265;0;0;0;0;-1.110223e-16;-1.110223e-16;2.414314e-17;0;0;0;0;-8.687916e-17;-1.351654e-16;2.414314e-17;45;0;3.219086e-17;7.909102e-17;-1.110223e-16;4.615308e-17;2.133199e-18;-1.110223e-16;-4.401989e-17;4.161859;-2.220446e-16;2.220446e-16;0
-8.599433;24.440636;4.480908;0;0;0;0;0;-1.110223e-16;-9.793483e-18;0;0;0;0;8.572816e-19;-1.118796e-16;5.636843e-17;45;0;7.515791e-17;7.487379e-17;0;-2.171917e-17;2.132202e-18;-1.110223e-16;2.385137e-17;4.48402;-1.110223e-16;1.110223e-16;0
-6.986447;24.440636;4.808414;0;0;0;0;2.220446e-16;0;-1.357084e-18;0;0;0;0;2.220529e-16;-8.293867e-21;1.110306e-16;45;0;1.480408e-16;1.48038e-16;2.220446e-16;-2.714168e-18;0;0;2.714168e-18;4.785037;2.220446e-16;-2.220446e-16;0
-5.373461;24.440636;5.066453;0;0;0;0;0;0;-1.085957e-17;0;0;0;0;1.085957e-17;-1.085957e-17;1.085957e-17;45;0;1.447942e-17;1.253955e-17;0;-2.171914e-17;0;0;2.171914e-17;5.040751;0;0;0
-3.760475;24.440636;5.250409;0;0;0;0;2.220446e-16;2.220446e-16;-1.20779e-17;0;0;0;0;2.341225e-16;2.099667e-16;1.20779e-17;45;0;1.610387e-17;1.486853e-16;2.220446e-16;-2.307418e-17;-1.081628e-18;2.220446e-16;2.199255e-17;5.237159;4.440892e-16;-4.440892e-16;0
-2.147489;24.440636;5.396393;0;0;0;0;0;2.220446e-16;-1.138722e-17;0;0;0;0;2.22627e-16;-5.824482e-19;1.116048e-16;45;0;1.488063e-16;1.486126e-16;0;-2.168975e-17;-1.084684e-18;2.220446e-16;2.060507e-17;5.374627;2.220446e-16;-2.220446e-16;0
-0.534503;24.440636;5.467967;0;0;0;0;-1.110223e-16;0;1.6916e-19;0;0;0;0;2.577414e-22;-1.110226e-16;5.551141e-17;45;0;7.401521e-17;7.401513e-17;-1.110223e-16;3.383201e-19;0;0;-3.383201e-19;5.462741;-1.110223e-16;1.110223e-16;0
1.078483;24.440636;5.504689;0;0;0;0;0;-1.110223e-16;1.096175e-17;0;0;0;0;1.071954e-18;-1.120943e-16;5.65831e-17;45;0;7.544414e-17;7.508937e-17;0;2.165175e-17;2.717434e-19;-1.110223e-16;-2.138001e-17;5.516511;-1.110223e-16;1.110223e-16;0
2.691469;24.440636;5.562085;0;0;0;0;2.220446e-16;0;-1.694226e-19;0;0;0;0;2.220447e-16;-1.292713e-22;1.110224e-16;45;0;1.480299e-16;1.480299e-16;2.220446e-16;-3.388451e-19;0;0;3.388451e-19;5.554882;2.220446e-16;-2.220446e-16;0
4.304455;24.440636;5.597777;0;0;0;0;2.220446e-16;-1.110223e-16;-2.557577e-20;0;0;0;0;2.220446e-16;-1.110223e-16;1.665335e-16;45;0;2.220446e-16;1.958249e-16;2.220446e-16;8.476001e-20;-1.359115e-19;-1.110223e-16;-2.206715e-19;5.559251;1.110223e-16;-1.110223e-16;0
5.917441;24.440636;5.52425;0;0;0;0;-1.110223e-16;-1.110223e-16;-6.107449e-19;0;0;0;0;-1.104116e-16;-1.116331e-16;6.107449e-19;45;0;8.143265e-19;7.401823e-17;-1.110223e-16;-6.786466e-19;-5.428432e-19;-1.110223e-16;1.358034e-19;5.511782;-2.220446e-16;2.220446e-16;0
7.530427;24.440636;5.413529;0;0;0;0;0;-1.110223e-16;1.03136e-17;0;0;0;0;9.499696e-19;-1.119723e-16;5.646112e-17;45;0;7.52815e-17;7.496684e-17;0;2.171116e-17;-1.083966e-18;-1.110223e-16;-2.279512e-17;5.404379;-1.110223e-16;1.110223e-16;0
9.143413;24.440636;5.268945;0;0;0;0;-1.110223e-16;0;-6.782128e-19;0;0;0;0;4.14291e-21;-1.110264e-16;5.551529e-17;45;0;7.402039e-17;7.401901e-17;-1.110223e-16;-1.356426e-18;0;0;1.356426e-18;5.256854;-1.110223e-16;1.110223e-16;0
10.756399;24.440636;5.084103;0;0;0;0;-1.110223e-16;0;-1.152836e-17;0;0;0;0;1.184449e-18;-1.122067e-16;5.66956e-17;45;0;7.559413e-17;7.520242e-17;-1.110223e-16;-2.305672e-17;0;0;2.305672e-17;5.069375;-1.110223e-16;1.110223e-16;0
12.369385;24.440636;4.857963;0;0;0;0;2.220446e-16;0;-1.017269e-17;0;0;0;0;2.225097e-16;-4.650748e-19;1.114874e-16;45;0;1.486498e-16;1.484951e-16;2.220446e-16;-2.034538e-17;0;0;2.034538e-17;4.840673;2.220446e-16;-2.220446e-16;0
13.982371;24.440636;4.587732;0;0;0;0;0;0;-1.085293e-17;0;0;0;0;1.085293e-17;-1.085293e-17;1.085293e-17;45;0;1.447058e-17;1.253189e-17;0;-2.170587e-17;0;0;2.170587e-17;4.56451;0;0;0
15.595357;24.440636;4.25529;0;0;0;0;-1.110223e-16;0;-1.221101e-17;0;0;0;0;1.327188e-18;-1.123495e-16;5.683834e-17;45;0;7.578445e-17;7.534595e-17;-1.110223e-16;-2.442203e-17;0;0;2.442203e-17;4.239591;-1.110223e-16;1.110223e-16;0
17.208343;24.440636;3.879418;0;0;0;0;2.220446e-16;2.220446e-16;1.432109e-17;0;0;0;0;2.363657e-16;2.077235e-16;1.432109e-17;45;0;1.909479e-17;1.489505e-16;2.220446e-16;2.441918e-17;4.223005e-18;2.220446e-16;-2.019618e-17;3.865257;4.440892e-16;-4.440892e-16;0
18.821329;24.440636;3.460903;0;0;0;0;0;0;1.085155e-17;0;0;0;0;1.085155e-17;-1.085155e-17;1.085155e-17;45;0;1.446874e-17;1.25303e-17;0;2.170311e-17;0;0;-2.170311e-17;3.447335;0;0;0
20.434315;24.440636;2.999913;0;0;0;0;-1.110223e-16;-1.110223e-16;-1.429222e-17;0;0;0;0;-9.673008e-17;-1.253145e-16;1.429222e-17;45;0;1.905629e-17;7.583243e-17;-1.110223e-16;-2.441888e-17;-4.165561e-18;-1.110223e-16;2.025332e-17;2.98569;-2.220446e-16;2.220446e-16;0
22.047301;24.440636;2.495442;0;0;0;0;2.220446e-16;2.220446e-16;1.427817e-17;0;0;0;0;2.363228e-16;2.077664e-16;1.427817e-17;45;0;1.903756e-17;1.48945e-16;2.220446e-16;2.442662e-17;4.129719e-18;2.220446e-16;-2.02969e-17;2.477271;4.440892e-16;-4.440892e-16;0
23.660287;24.440636;1.937869;0;0;0;0;-1.110223e-16;0;8.144659e-18;0;0;0;0;5.943155e-19;-1.116166e-16;5.610546e-17;45;0;7.480729e-17;7.460997e-17;-1.110223e-16;1.628932e-17;0;0;-1.628932e-17;1.918103;-1.110223e-16;1.110223e-16;0
25.273273;24.440636;1.325147;0;0;0;0;0;0;1.086087e-17;0;0;0;0;1.086087e-17;-1.086087e-17;1.086087e-17;45;0;1.448116e-17;1.254105e-17;0;2.172174e-17;0;0;-2.172174e-17;1.303846;0;0;0
26.886259;24.440636;0.654618;0;0;0;0;0;0;1.086202e-17;0;0;0;0;1.086202e-17;-1.086202e-17;1.086202e-17;45;0;1.448269e-17;1.254238e-17;0;2.172403e-17;0;0;-2.172403e-17;0.635456;0;0;0
28.499246;24.440636;-0.065896;0;0;0;0;0;0;1.629527e-17;0;0;0;0;1.629527e-17;-1.629527e-17;1.629527e-17;45;0;2.172702e-17;1.881615e-17;0;3.259054e-17;0;0;-3.259054e-17;-0.08491;0;0;0
30.112232;24.440636;-0.835167;0;0;0;0;0;0;-1.086676e-17;0;0;0;0;1.086676e-17;-1.086676e-17;1.086676e-17;45;0;1.448901e-17;1.254785e-17;0;-2.173352e-17;0;0;2.173352e-17;-0.865473;0;0;0
31.725218;24.440636;-1.687439;0;0;0;0;-2.220446e-16;2.220446e-16;-1.340724e-17;0;0;0;0;2.22449e-16;-2.22449e-16;2.22449e-16;45;0;2.965987e-16;2.56862e-16;-2.220446e-16;-3.768925e-17;1.087476e-17;2.220446e-16;4.856401e-17;-1.689615;0;0;0
-42.47214;22.82765;-13.861031;0;0;0;0;0;2.220446e-16;-6.402947e-18;0;0;0;0;2.222291e-16;-1.844841e-19;1.112068e-16;45;0;1.482757e-16;1.482143e-16;0;0;-1.280589e-17;2.220446e-16;-1.280589e-17;-13.855749;2.220446e-16;-2.220446e-16;0
-40.859154;22.82765;-12.196148;0;0;0;0;-2.220446e-16;2.220446e-16;1.324644e-17;0;0;0;0;2.224394e-16;-2.224394e-16;2.224394e-16;45;0;2.965858e-16;2.568509e-16;-2.220446e-16;3.267211e-17;-6.179223e-18;2.220446e-16;-3.885133e-17;-12.236098;0;0;0
-39.246168;22.82765;-10.669816;0;0;0;0;0;-1.110223e-16;1.596602e-18;0;0;0;0;2.295584e-20;-1.110453e-16;5.553411e-17;45;0;7.404548e-17;7.403783e-17;0;0;3.193203e-18;-1.110223e-16;3.193203e-18;-10.688085;-1.110223e-16;1.110223e-16;0
-37.633182;22.82765;-9.210368;0;0;0;0;-2.220446e-16;0;-8.166899e-18;0;0;0;0;2.999769e-19;-2.223446e-16;1.113223e-16;45;0;1.484297e-16;1.483298e-16;-2.220446e-16;-1.63338e-17;0;0;1.63338e-17;-9.24345;-2.220446e-16;2.220446e-16;0
-36.020196;22.82765;-7.848087;0;0;0;0;2.220446e-16;-1.110223e-16;-1.463262e-17;0;0;0;0;2.226862e-16;-1.116639e-16;1.671751e-16;45;0;2.229001e-16;1.965525e-16;2.220446e-16;-3.265069e-17;3.385461e-18;-1.110223e-16;3.603615e-17;-7.893622;1.110223e-16;-1.110223e-16;0
-34.40721;22.82765;-6.613277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;-6.642669;0;0;0
-32.794224;22.82765;-5.459795;0;0;0;0;0;2.220446e-16;-1.446004e-17;0;0;0;0;2.229823e-16;-9.377106e-19;1.1196e-16;45;0;1.4928e-16;1.489684e-16;0;-2.176373e-17;-7.156356e-18;2.220446e-16;1.460738e-17;-5.487759;2.220446e-16;-2.220446e-16;0
-31.181238;22.82765;-4.389956;0;0;0;0;0;-1.110223e-16;1.829417e-18;0;0;0;0;3.013681e-20;-1.110524e-16;5.554129e-17;45;0;7.405505e-17;7.404501e-17;0;0;3.658834e-18;-1.110223e-16;3.658834e-18;-4.41261;-1.110223e-16;1.110223e-16;0
-29.568251;22.82765;-3.3887;0;0;0;0;2.220446e-16;2.220446e-16;-1.460826e-17;0;0;0;0;2.366529e-16;2.074363e-16;1.460826e-17;45;0;1.947768e-17;1.489877e-16;2.220446e-16;-2.175196e-17;-7.464552e-18;2.220446e-16;1.428741e-17;-3.414129;4.440892e-16;-4.440892e-16;0
